"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"21","retrieve SLA","2022/10/28 20:26:43.470","2022/10/28 20:26:43.470","-0.6931471805599453","true"
"21","end_event_keep calm","2022/10/28 20:29:43.470","2022/10/28 20:29:43.470","-0.6931471805599453","true"
"22","start_event_compliant","2022/10/28 20:26:48.098","2022/10/28 20:26:48.098","-0.6931471805599453","true"
"22","identify service agent","2022/10/28 20:27:48.098","2022/10/28 20:27:48.098","-0.6931471805599453","true"
"22","retrieve SLA","2022/10/28 20:28:48.098","2022/10/28 20:28:48.098","-0.6931471805599453","true"
"22","end_event_keep calm","2022/10/28 20:31:48.098","2022/10/28 20:31:48.098","-0.6931471805599453","true"
"23","start_event_compliant","2022/10/28 20:33:02.530","2022/10/28 20:33:02.530","-0.6931471805599453","true"
"23","identify service agent","2022/10/28 20:34:02.530","2022/10/28 20:34:02.530","-0.6931471805599453","true"
"23","retrieve SLA","2022/10/28 20:35:02.530","2022/10/28 20:35:02.530","-0.6931471805599453","true"
"23","event_MESSAGE_forward compliant","2022/10/28 20:38:02.530","2022/10/28 20:38:02.530","-0.6931471805599453","true"
"23","event_MESSAGE_installation confirm","2022/10/28 20:39:02.530","2022/10/28 20:39:02.530","-0.6931471805599453","true"
"23","CC_CM_end_event_","2022/10/28 20:40:02.530","2022/10/28 20:40:02.530","-0.6931471805599453","true"
"24","start_event_compliant","2022/10/28 20:34:39.961","2022/10/28 20:34:39.961","-0.6931471805599453","true"
"24","identify service agent","2022/10/28 20:35:39.961","2022/10/28 20:35:39.961","-0.6931471805599453","true"
"24","retrieve SLA","2022/10/28 20:36:39.961","2022/10/28 20:36:39.961","-0.6931471805599453","true"
"24","event_MESSAGE_forward compliant","2022/10/28 20:39:39.961","2022/10/28 20:39:39.961","-0.6931471805599453","true"
"24","event_MESSAGE_installation confirm","2022/10/28 20:40:39.961","2022/10/28 20:40:39.961","-0.6931471805599453","true"
"24","CC_CM_end_event_","2022/10/28 20:41:39.961","2022/10/28 20:41:39.961","-0.6931471805599453","true"
"25","start_event_compliant","2022/10/28 20:40:57.862","2022/10/28 20:40:57.862","-0.6931471805599453","true"
"25","identify service agent","2022/10/28 20:41:57.862","2022/10/28 20:41:57.862","-0.6931471805599453","true"
"25","retrieve SLA","2022/10/28 20:42:57.862","2022/10/28 20:42:57.862","-0.6931471805599453","true"
"25","end_event_keep calm","2022/10/28 20:45:57.862","2022/10/28 20:45:57.862","-0.6931471805599453","true"
"26","start_event_compliant","2022/10/28 20:41:03.976","2022/10/28 20:41:03.976","-0.6931471805599453","true"
"26","identify service agent","2022/10/28 20:42:03.976","2022/10/28 20:42:03.976","-0.6931471805599453","true"
"26","retrieve SLA","2022/10/28 20:43:03.976","2022/10/28 20:43:03.976","-0.6931471805599453","true"
"26","end_event_keep calm","2022/10/28 20:46:03.976","2022/10/28 20:46:03.976","-0.6931471805599453","true"
"27","start_event_compliant","2022/10/28 20:54:06.590","2022/10/28 20:54:06.590","-0.6931471805599453","true"
"27","identify service agent","2022/10/28 20:55:06.590","2022/10/28 20:55:06.590","-0.6931471805599453","true"
"27","retrieve SLA","2022/10/28 20:56:06.590","2022/10/28 20:56:06.590","-0.6931471805599453","true"
"27","event_MESSAGE_forward compliant","2022/10/28 20:59:06.590","2022/10/28 20:59:06.590","-0.6931471805599453","true"
"27","event_MESSAGE_installation confirm","2022/10/28 21:00:06.590","2022/10/28 21:00:06.590","-0.6931471805599453","true"
"27","CC_CM_end_event_","2022/10/28 21:01:06.590","2022/10/28 21:01:06.590","-0.6931471805599453","true"
"28","start_event_compliant","2022/10/28 20:55:40.679","2022/10/28 20:55:40.679","-0.6931471805599453","true"
"28","identify service agent","2022/10/28 20:56:40.679","2022/10/28 20:56:40.679","-0.6931471805599453","true"
"28","retrieve SLA","2022/10/28 20:57:40.679","2022/10/28 20:57:40.679","-0.6931471805599453","true"
"28","event_MESSAGE_forward compliant","2022/10/28 21:00:40.679","2022/10/28 21:00:40.679","-0.6931471805599453","true"
"28","event_MESSAGE_installation confirm","2022/10/28 21:01:40.679","2022/10/28 21:01:40.679","-0.6931471805599453","true"
"28","CC_CM_end_event_","2022/10/28 21:02:40.679","2022/10/28 21:02:40.679","-0.6931471805599453","true"
"29","start_event_compliant","2022/10/28 20:56:48.506","2022/10/28 20:56:48.506","-0.6931471805599453","true"
"29","identify service agent","2022/10/28 20:57:48.506","2022/10/28 20:57:48.506","-0.6931471805599453","true"
"29","retrieve SLA","2022/10/28 20:58:48.506","2022/10/28 20:58:48.506","-0.6931471805599453","true"
"29","end_event_keep calm","2022/10/28 21:01:48.506","2022/10/28 21:01:48.506","-0.6931471805599453","true"
"30","start_event_compliant","2022/10/28 21:06:12.578","2022/10/28 21:06:12.578","-0.6931471805599453","true"
"30","identify service agent","2022/10/28 21:07:12.578","2022/10/28 21:07:12.578","-0.6931471805599453","true"
"30","retrieve SLA","2022/10/28 21:08:12.578","2022/10/28 21:08:12.578","-0.6931471805599453","true"
"30","event_MESSAGE_forward compliant","2022/10/28 21:11:12.578","2022/10/28 21:11:12.578","-0.6931471805599453","true"
"30","event_MESSAGE_installation confirm","2022/10/28 21:12:12.578","2022/10/28 21:12:12.578","-0.6931471805599453","true"
"30","CC_CM_end_event_","2022/10/28 21:13:12.578","2022/10/28 21:13:12.578","-0.6931471805599453","true"
"31","start_event_compliant","2022/10/28 21:12:47.938","2022/10/28 21:12:47.938","-0.6931471805599453","true"
"31","identify service agent","2022/10/28 21:13:47.938","2022/10/28 21:13:47.938","-0.6931471805599453","true"
"31","retrieve SLA","2022/10/28 21:14:47.938","2022/10/28 21:14:47.938","-0.6931471805599453","true"
"31","end_event_keep calm","2022/10/28 21:17:47.938","2022/10/28 21:17:47.938","-0.6931471805599453","true"
"32","start_event_compliant","2022/10/28 21:25:15.251","2022/10/28 21:25:15.251","-0.6931471805599453","true"
"32","identify service agent","2022/10/28 21:26:15.251","2022/10/28 21:26:15.251","-0.6931471805599453","true"
"32","retrieve SLA","2022/10/28 21:27:15.251","2022/10/28 21:27:15.251","-0.6931471805599453","true"
"32","end_event_keep calm","2022/10/28 21:30:15.251","2022/10/28 21:30:15.251","-0.6931471805599453","true"
"33","start_event_compliant","2022/10/28 21:29:15.050","2022/10/28 21:29:15.050","-0.6931471805599453","true"
"33","identify service agent","2022/10/28 21:30:15.050","2022/10/28 21:30:15.050","-0.6931471805599453","true"
"33","retrieve SLA","2022/10/28 21:31:15.050","2022/10/28 21:31:15.050","-0.6931471805599453","true"
"33","event_MESSAGE_forward compliant","2022/10/28 21:34:15.050","2022/10/28 21:34:15.050","-0.6931471805599453","true"
"33","event_MESSAGE_installation confirm","2022/10/28 21:35:15.050","2022/10/28 21:35:15.050","-0.6931471805599453","true"
"33","CC_CM_end_event_","2022/10/28 21:36:15.050","2022/10/28 21:36:15.050","-0.6931471805599453","true"
"34","start_event_compliant","2022/10/28 21:34:52.803","2022/10/28 21:34:52.803","-0.6931471805599453","true"
"34","identify service agent","2022/10/28 21:35:52.803","2022/10/28 21:35:52.803","-0.6931471805599453","true"
"34","retrieve SLA","2022/10/28 21:36:52.803","2022/10/28 21:36:52.803","-0.6931471805599453","true"
"34","end_event_keep calm","2022/10/28 21:39:52.803","2022/10/28 21:39:52.803","-0.6931471805599453","true"
"35","start_event_compliant","2022/10/28 21:39:54.752","2022/10/28 21:39:54.752","-0.6931471805599453","true"
"35","identify service agent","2022/10/28 21:40:54.752","2022/10/28 21:40:54.752","-0.6931471805599453","true"
"35","retrieve SLA","2022/10/28 21:41:54.752","2022/10/28 21:41:54.752","-0.6931471805599453","true"
"35","end_event_keep calm","2022/10/28 21:44:54.752","2022/10/28 21:44:54.752","-0.6931471805599453","true"
"36","start_event_compliant","2022/10/28 21:44:04.823","2022/10/28 21:44:04.823","-0.6931471805599453","true"
"36","identify service agent","2022/10/28 21:45:04.823","2022/10/28 21:45:04.823","-0.6931471805599453","true"
"36","retrieve SLA","2022/10/28 21:46:04.823","2022/10/28 21:46:04.823","-0.6931471805599453","true"
"36","end_event_keep calm","2022/10/28 21:49:04.823","2022/10/28 21:49:04.823","-0.6931471805599453","true"
"37","start_event_compliant","2022/10/28 21:47:36.861","2022/10/28 21:47:36.861","-0.6931471805599453","true"
"37","identify service agent","2022/10/28 21:48:36.861","2022/10/28 21:48:36.861","-0.6931471805599453","true"
"37","retrieve SLA","2022/10/28 21:49:36.861","2022/10/28 21:49:36.861","-0.6931471805599453","true"
"37","event_MESSAGE_forward compliant","2022/10/28 21:52:36.861","2022/10/28 21:52:36.861","-0.6931471805599453","true"
"37","event_MESSAGE_installation confirm","2022/10/28 21:53:36.861","2022/10/28 21:53:36.861","-0.6931471805599453","true"
"37","CC_CM_end_event_","2022/10/28 21:54:36.861","2022/10/28 21:54:36.861","-0.6931471805599453","true"
"38","start_event_compliant","2022/10/28 21:48:54.323","2022/10/28 21:48:54.323","-0.6931471805599453","true"
"38","identify service agent","2022/10/28 21:49:54.323","2022/10/28 21:49:54.323","-0.6931471805599453","true"
"38","retrieve SLA","2022/10/28 21:50:54.323","2022/10/28 21:50:54.323","-0.6931471805599453","true"
"38","event_MESSAGE_forward compliant","2022/10/28 21:53:54.323","2022/10/28 21:53:54.323","-0.6931471805599453","true"
"38","event_MESSAGE_installation confirm","2022/10/28 21:54:54.323","2022/10/28 21:54:54.323","-0.6931471805599453","true"
"38","CC_CM_end_event_","2022/10/28 21:55:54.323","2022/10/28 21:55:54.323","-0.6931471805599453","true"
"39","start_event_compliant","2022/10/28 21:55:16.018","2022/10/28 21:55:16.018","-0.6931471805599453","true"
"39","identify service agent","2022/10/28 21:56:16.018","2022/10/28 21:56:16.018","-0.6931471805599453","true"
"39","retrieve SLA","2022/10/28 21:57:16.018","2022/10/28 21:57:16.018","-0.6931471805599453","true"
"39","event_MESSAGE_forward compliant","2022/10/28 22:00:16.018","2022/10/28 22:00:16.018","-0.6931471805599453","true"
"39","event_MESSAGE_installation confirm","2022/10/28 22:01:16.018","2022/10/28 22:01:16.018","-0.6931471805599453","true"
"39","CC_CM_end_event_","2022/10/28 22:02:16.018","2022/10/28 22:02:16.018","-0.6931471805599453","true"
"40","start_event_compliant","2022/10/28 22:01:56.471","2022/10/28 22:01:56.471","-0.6931471805599453","true"
"40","identify service agent","2022/10/28 22:02:56.471","2022/10/28 22:02:56.471","-0.6931471805599453","true"
"40","retrieve SLA","2022/10/28 22:03:56.471","2022/10/28 22:03:56.471","-0.6931471805599453","true"
"40","end_event_keep calm","2022/10/28 22:06:56.471","2022/10/28 22:06:56.471","-0.6931471805599453","true"
"41","start_event_compliant","2022/10/28 22:02:00.139","2022/10/28 22:02:00.139","-0.6931471805599453","true"
"41","identify service agent","2022/10/28 22:03:00.139","2022/10/28 22:03:00.139","-0.6931471805599453","true"
"41","retrieve SLA","2022/10/28 22:04:00.139","2022/10/28 22:04:00.139","-0.6931471805599453","true"
"41","event_MESSAGE_forward compliant","2022/10/28 22:07:00.139","2022/10/28 22:07:00.139","-0.6931471805599453","true"
"41","event_MESSAGE_installation confirm","2022/10/28 22:08:00.139","2022/10/28 22:08:00.139","-0.6931471805599453","true"
"41","CC_CM_end_event_","2022/10/28 22:09:00.139","2022/10/28 22:09:00.139","-0.6931471805599453","true"
"42","start_event_compliant","2022/10/28 22:09:33.050","2022/10/28 22:09:33.050","-0.6931471805599453","true"
"42","identify service agent","2022/10/28 22:10:33.050","2022/10/28 22:10:33.050","-0.6931471805599453","true"
"42","retrieve SLA","2022/10/28 22:11:33.050","2022/10/28 22:11:33.050","-0.6931471805599453","true"
"42","end_event_keep calm","2022/10/28 22:14:33.050","2022/10/28 22:14:33.050","-0.6931471805599453","true"
"43","start_event_compliant","2022/10/28 22:17:55.558","2022/10/28 22:17:55.558","-0.6931471805599453","true"
"43","identify service agent","2022/10/28 22:18:55.558","2022/10/28 22:18:55.558","-0.6931471805599453","true"
"43","retrieve SLA","2022/10/28 22:19:55.558","2022/10/28 22:19:55.558","-0.6931471805599453","true"
"43","end_event_keep calm","2022/10/28 22:22:55.558","2022/10/28 22:22:55.558","-0.6931471805599453","true"
"44","start_event_compliant","2022/10/28 22:25:00.228","2022/10/28 22:25:00.228","-0.6931471805599453","true"
"44","identify service agent","2022/10/28 22:26:00.228","2022/10/28 22:26:00.228","-0.6931471805599453","true"
"44","retrieve SLA","2022/10/28 22:27:00.228","2022/10/28 22:27:00.228","-0.6931471805599453","true"
"44","event_MESSAGE_forward compliant","2022/10/28 22:30:00.228","2022/10/28 22:30:00.228","-0.6931471805599453","true"
"44","event_MESSAGE_installation confirm","2022/10/28 22:31:00.228","2022/10/28 22:31:00.228","-0.6931471805599453","true"
"44","CC_CM_end_event_","2022/10/28 22:32:00.228","2022/10/28 22:32:00.228","-0.6931471805599453","true"
"45","start_event_compliant","2022/10/28 22:31:14.177","2022/10/28 22:31:14.177","-0.6931471805599453","true"
"45","identify service agent","2022/10/28 22:32:14.177","2022/10/28 22:32:14.177","-0.6931471805599453","true"
"45","retrieve SLA","2022/10/28 22:33:14.177","2022/10/28 22:33:14.177","-0.6931471805599453","true"
"45","event_MESSAGE_forward compliant","2022/10/28 22:36:14.177","2022/10/28 22:36:14.177","-0.6931471805599453","true"
"45","event_MESSAGE_installation confirm","2022/10/28 22:37:14.177","2022/10/28 22:37:14.177","-0.6931471805599453","true"
"45","CC_CM_end_event_","2022/10/28 22:38:14.177","2022/10/28 22:38:14.177","-0.6931471805599453","true"
"46","start_event_compliant","2022/10/28 22:32:28.021","2022/10/28 22:32:28.021","-0.6931471805599453","true"
"46","identify service agent","2022/10/28 22:33:28.021","2022/10/28 22:33:28.021","-0.6931471805599453","true"
"46","retrieve SLA","2022/10/28 22:34:28.021","2022/10/28 22:34:28.021","-0.6931471805599453","true"
"46","end_event_keep calm","2022/10/28 22:37:28.021","2022/10/28 22:37:28.021","-0.6931471805599453","true"
"47","start_event_compliant","2022/10/28 22:39:36.772","2022/10/28 22:39:36.772","-0.6931471805599453","true"
"47","identify service agent","2022/10/28 22:40:36.772","2022/10/28 22:40:36.772","-0.6931471805599453","true"
"47","retrieve SLA","2022/10/28 22:41:36.772","2022/10/28 22:41:36.772","-0.6931471805599453","true"
"47","event_MESSAGE_forward compliant","2022/10/28 22:44:36.772","2022/10/28 22:44:36.772","-0.6931471805599453","true"
"47","event_MESSAGE_installation confirm","2022/10/28 22:45:36.772","2022/10/28 22:45:36.772","-0.6931471805599453","true"
"47","CC_CM_end_event_","2022/10/28 22:46:36.772","2022/10/28 22:46:36.772","-0.6931471805599453","true"
"48","start_event_compliant","2022/10/28 22:41:08.493","2022/10/28 22:41:08.493","-0.6931471805599453","true"
"48","identify service agent","2022/10/28 22:42:08.493","2022/10/28 22:42:08.493","-0.6931471805599453","true"
"48","retrieve SLA","2022/10/28 22:43:08.493","2022/10/28 22:43:08.493","-0.6931471805599453","true"
"48","event_MESSAGE_forward compliant","2022/10/28 22:46:08.493","2022/10/28 22:46:08.493","-0.6931471805599453","true"
"48","event_MESSAGE_installation confirm","2022/10/28 22:47:08.493","2022/10/28 22:47:08.493","-0.6931471805599453","true"
"48","CC_CM_end_event_","2022/10/28 22:48:08.493","2022/10/28 22:48:08.493","-0.6931471805599453","true"
"49","start_event_compliant","2022/10/28 22:51:48.338","2022/10/28 22:51:48.338","-0.6931471805599453","true"
"49","identify service agent","2022/10/28 22:52:48.338","2022/10/28 22:52:48.338","-0.6931471805599453","true"
"49","retrieve SLA","2022/10/28 22:53:48.338","2022/10/28 22:53:48.338","-0.6931471805599453","true"
"49","event_MESSAGE_forward compliant","2022/10/28 22:56:48.338","2022/10/28 22:56:48.338","-0.6931471805599453","true"
"49","event_MESSAGE_installation confirm","2022/10/28 22:57:48.338","2022/10/28 22:57:48.338","-0.6931471805599453","true"
